ppm,time
1034.143059,1360
1034.183433,1361
1034.223807,1362
1034.264182,1363
1034.304556,1364
1034.34493,1365
1034.385304,1366
1034.425678,1367
1034.466052,1368
1034.506426,1369
1034.546801,1370
1034.587175,1371
1034.627549,1372
1034.667923,1373
1034.708297,1374
1034.748671,1375
1034.789045,1376
1034.82942,1377
1034.869794,1378
1034.910168,1379
1034.950542,1380
1034.990916,1381
1035.03129,1382
1035.071664,1383
1035.112039,1384
1035.152413,1385
1035.192787,1386
1035.233161,1387
1035.51578,1388
1035.798399,1389
1036.081018,1390
1036.363637,1391
1036.646256,1392
1036.928875,1393
1037.211494,1394
1037.494112,1395
1037.776731,1396
1038.05935,1397
1038.341969,1398
1038.624588,1399
1038.907207,1400
1039.189826,1401
1039.472445,1402
1039.755064,1403
1040.037683,1404
1040.320302,1405
1040.602921,1406
1040.88554,1407
1041.168159,1408
1041.450778,1409
1041.733396,1410
1042.016015,1411
1042.298634,1412
1042.581253,1413
1042.863872,1414
1043.146491,1415
1043.42911,1416
1043.711729,1417
1043.994348,1418
1044.276967,1419
1044.559586,1420
1044.842205,1421
1045.124824,1422
1045.407442,1423
1045.690061,1424
1045.97268,1425
1046.2553,1426
1046.537919,1427
1046.820538,1428
1047.103157,1429
1047.385776,1430
1047.668395,1431
1047.951012,1432
1048.233631,1433
1048.516251,1434
1048.79887,1435
1049.081489,1436
1049.364108,1437
1049.646727,1438
1049.929346,1439
1050.211965,1440
1050.494584,1441
1050.777203,1442
1051.059822,1443
1051.342441,1444
1051.625059,1445
1051.907678,1446
1052.190297,1447
1052.472916,1448
1052.755535,1449
1053.038154,1450
1053.320773,1451
1053.603392,1452
1053.886011,1453
1054.16863,1454
1054.451249,1455
1054.733868,1456
1055.016487,1457
1055.299105,1458
1055.581724,1459
1055.864343,1460
1056.146962,1461
1056.429581,1462
1056.7122,1463
1056.994819,1464
1056.550704,1465
1056.106588,1466
1055.662473,1467
1055.218357,1468
1054.774242,1469
1054.330126,1470
1053.886011,1471
1053.441895,1472
1052.99778,1473
1052.553664,1474
1052.109548,1475
1051.665433,1476
1051.221318,1477
1050.777202,1478
1050.333087,1479
1049.888971,1480
1049.444856,1481
1049.000741,1482
1048.556625,1483
1048.112509,1484
1047.668394,1485
1047.224278,1486
1046.780163,1487
1046.336048,1488
1045.891932,1489
1045.447816,1490
1045.003701,1491
1044.559585,1492
1044.115471,1493
1043.671355,1494
1043.227239,1495
1042.783124,1496
1042.339008,1497
1041.894892,1498
1041.450777,1499
1041.006662,1500
1040.562546,1501
1040.118431,1502
1039.674315,1503
1039.2302,1504
1038.786084,1505
1038.341968,1506
1037.897853,1507
1037.453737,1508
1037.009623,1509
1036.565508,1510
1036.121392,1511
1035.677276,1512
1035.233161,1513
1034.789045,1514
1034.34493,1515
1033.900814,1516
1033.456698,1517
1033.012583,1518
1032.568467,1519
1032.124351,1520
1031.680236,1521
1031.236122,1522
1030.792006,1523
1030.347891,1524
1029.903775,1525
1029.45966,1526
1029.015544,1527
1028.571428,1528
1028.127313,1529
1027.683197,1530
1027.239081,1531
1026.794966,1532
1026.35085,1533
1025.906734,1534
1025.462621,1535
1025.018505,1536
1024.57439,1537
1024.130274,1538
1023.686158,1539
1023.242043,1540
1022.797927,1541
1023.080546,1542
1023.363165,1543
1023.645784,1544
1023.928403,1545
1024.211022,1546
1024.493641,1547
1024.77626,1548
1025.058878,1549
1025.341497,1550
1025.624116,1551
1025.906735,1552
1026.189354,1553
1026.471973,1554
1026.754592,1555
1027.037211,1556
1027.31983,1557
1027.602449,1558
1027.885068,1559
1028.167687,1560
1028.450306,1561
1028.732925,1562
1029.015544,1563
1029.298162,1564
1029.580781,1565
1029.8634,1566
1030.146019,1567
1030.428638,1568
1030.711257,1569
1030.993876,1570
1031.276495,1571
1031.559114,1572
1031.841733,1573
1032.124352,1574
1032.406971,1575
1032.68959,1576
1032.972208,1577
1033.254827,1578
1033.537446,1579
1033.820066,1580
1034.102685,1581
1034.385304,1582
1034.667923,1583
1034.950542,1584
1035.233161,1585
1035.515778,1586
1035.798397,1587
1036.081017,1588
1036.363636,1589
1036.646255,1590
1036.928874,1591
1037.211493,1592
1037.494112,1593
1037.776731,1594
1038.05935,1595
1038.341969,1596
1038.624588,1597
1038.907207,1598
1039.189825,1599
1039.472444,1600
1039.755063,1601
1040.037682,1602
1040.320301,1603
1040.60292,1604
1040.885539,1605
1041.168158,1606
1041.450777,1607
1041.733396,1608
1042.016015,1609
1042.298634,1610
1042.581253,1611
1042.863871,1612
1043.14649,1613
1043.429109,1614
1043.711728,1615
1043.994347,1616
1044.276966,1617
1044.559585,1618
1045.891931,1619
1047.224278,1620
1048.556624,1621
1049.888971,1622
1051.221317,1623
1052.553663,1624
1053.88601,1625
1055.218356,1626
1056.550702,1627
1057.883049,1628
1059.215396,1629
1060.547742,1630
1061.880088,1631
1063.212435,1632
1064.544781,1633
1065.877128,1634
1067.209475,1635
1068.54182,1636
1069.874167,1637
1071.206514,1638
1072.538861,1639
1073.871207,1640
1075.203551,1641
1076.535898,1642
1077.868245,1643
1079.200592,1644
1080.532939,1645
1081.865286,1646
1083.19763,1647
1084.529976,1648
1085.862323,1649
1087.19467,1650
1088.527017,1651
1089.859364,1652
1091.191711,1653
1092.524055,1654
1093.856402,1655
1095.188749,1656
1096.521095,1657
1097.853442,1658
1099.185789,1659
1100.518136,1660
1101.850483,1661
1103.18283,1662
1104.515171,1663
1105.847518,1664
1107.179864,1665
1108.512211,1666
1109.844558,1667
1111.176905,1668
1112.509252,1669
1113.841599,1670
1115.173946,1671
